Medication,Time,Indication,Outcome,Product
Invokana,2 years,Diabetic Nephropathy/Neuropathy,Modified,Foresters PlanRight
Ipratropium Bromide,N/A,COPD,Graded,Foresters PlanRight
Ipratropium Bromide,N/A,Allergies,Level,Foresters PlanRight
Iressa,3 years,Cancer,Modified,Foresters PlanRight
Iressa,Current Use,Cancer,No Coverage,Foresters PlanRight
Irinotecan,3 years,Cancer,Modified,Foresters PlanRight
Irinotecan,Current Use,Cancer,No Coverage,Foresters PlanRight
Ismo,2 years,Angina,Modified,Foresters PlanRight
Ismo,N/A,CHF,No Coverage,Foresters PlanRight
Isochron,2 years,Angina,Modified,Foresters PlanRight
Isochron,N/A,CHF,No Coverage,Foresters PlanRight
Isodax,3 years,Cancer,Modified,Foresters PlanRight
Isodax,Current Use,Cancer,No Coverage,Foresters PlanRight
Isoptin,N/A,Hypertension,Level,Foresters PlanRight
Isordil,2 years,Angina,Modified,Foresters PlanRight
Isordil,N/A,CHF,No Coverage,Foresters PlanRight
Isosorbide Dinitrate/Mononitrate,2 years,Angina,Modified,Foresters PlanRight
Isosorbide Dinitrate/Mononitrate,N/A,CHF,No Coverage,Foresters PlanRight
Ixempra,3 years,Cancer,Modified,Foresters PlanRight
Ixempra,Current Use,Cancer,No Coverage,Foresters PlanRight
Janumet,N/A,Diabetes,Level,Foresters PlanRight
Janumet,2 years,Diabetic Nephropathy/Neuropathy,Modified,Foresters PlanRight
Januvia,N/A,Diabetes,Level,Foresters PlanRight
Januvia,2 years,Diabetic Nephropathy/Neuropathy,Modified,Foresters PlanRight
Jardiance,N/A,Diabetes,Level,Foresters PlanRight
Jardiance,2 years,Diabetic Nephropathy/Neuropathy,Modified,Foresters PlanRight
Jetvana,3 years,Cancer,Modified,Foresters PlanRight
Jetvana,Current Use,Cancer,No Coverage,Foresters PlanRight
Kaletra,N/A,AIDS,No Coverage,Foresters PlanRight
Kemadrin,N/A,Parkinson’s,Graded,Foresters PlanRight
Kemadrin,N/A,Other Use,Level,Foresters PlanRight
Kepivance,3 years,Cancer,Modified,Foresters PlanRight
Kepivance,Current Use,Cancer,No Coverage,Foresters PlanRight
Kerlone,N/A,Hypertension,Level,Foresters PlanRight
Kerlone,N/A,CHF,No Coverage,Foresters PlanRight
Kytril,3 years,Cancer,Modified,Foresters PlanRight
Kytril,Current Use,Cancer,No Coverage,Foresters PlanRight
Labetaolol,N/A,Hypertension,Level,Foresters PlanRight
Labetaolol,N/A,CHF,No Coverage,Foresters PlanRight
Lamictal,N/A,Seizures,Level,Foresters PlanRight
Lamictal,2 years,Diabetic Neuropathy,Modified,Foresters PlanRight
Lamtrogine,N/A,Seizures,Level,Foresters PlanRight
Lamtrogine,2 years,Diabetic Neuropathy,Modified,Foresters PlanRight
Lanoxicaps,N/A,Atrial Fibrillation,Level,Foresters PlanRight
Lanoxicaps,N/A,CHF,No Coverage,Foresters PlanRight
Lanoxin,N/A,Atrial Fibrillation,Level,Foresters PlanRight
Lanoxin,N/A,CHF,No Coverage,Foresters PlanRight
Lantus,N/A,Diabetes,Level,Foresters PlanRight
Lantus,2 years,Diabetic Nephropathy/Neuropathy,Modified,Foresters PlanRight
Lasix,N/A,Hypertension,Level,Foresters PlanRight
Lasix,N/A,CHF,No Coverage,Foresters PlanRight
Larodopa,N/A,Parkinson’s,Graded,Foresters PlanRight
Leucovorin Calcium,3 years,Cancer,Modified,Foresters PlanRight
Leucovorin Calcium,Current Use,Cancer,No Coverage,Foresters PlanRight
Leukeran,3 years,Cancer,Modified,Foresters PlanRight
Leukeran,Current Use,Cancer,No Coverage,Foresters PlanRight
Leukine,3 years,Cancer,Modified,Foresters PlanRight
Leukine,Current Use,Cancer,No Coverage,Foresters PlanRight
Leuprolide,3 years,Cancer,Modified,Foresters PlanRight
Leuprolide,Current Use,Cancer,No Coverage,Foresters PlanRight
Leustatin,3 years,Cancer,Modified,Foresters PlanRight
Leustatin,Current Use,Cancer,No Coverage,Foresters PlanRight
Levatol,N/A,Hypertension,Level,Foresters PlanRight
Levatol,N/A,CHF,No Coverage,Foresters PlanRight
Levodopa,N/A,Parkinson’s,Graded,Foresters PlanRight
Levamisole HCL,3 years,Cancer,Modified,Foresters PlanRight
Levamisole HCL,Current Use,Cancer,No Coverage,Foresters PlanRight
Levemir,N/A,Diabetes,Level,Foresters PlanRight
Levemir,2 years,Diabetic Nephropathy/Neuropathy,Modified,Foresters PlanRight
Levocarnitine,1 year,Kidney Dialysis,No Coverage,Foresters PlanRight
Levocarnitine,N/A,Kidney Disease/Failure,Graded,Foresters PlanRight
Levocarnitine,2 years,Diabetic Nephropathy,Modified,Foresters PlanRight
Lexiva,N/A,AIDS,No Coverage,Foresters PlanRight
Lexxel,N/A,Hypertension,Level,Foresters PlanRight
Lexxel,N/A,CHF,No Coverage,Foresters PlanRight
Lipitor,N/A,Cholesterol,Level,Foresters PlanRight
Lisinopril,N/A,Hypertension,Level,Foresters PlanRight
Lisinopril,N/A,CHF,No Coverage,Foresters PlanRight
Lithium,N/A,Bipolar Disorder,Level,Foresters PlanRight
Lodosyn,N/A,Parkinson’s,Graded,Foresters PlanRight
Lopressor,N/A,Hypertension,Level,Foresters PlanRight
Losartan Potassium,N/A,Hypertension,Level,Foresters PlanRight
Losartan Potassium,N/A,CHF,No Coverage,Foresters PlanRight
Lotensin,N/A,Hypertension,Level,Foresters PlanRight
Lotensin,N/A,CHF,No Coverage,Foresters PlanRight
Lotrel,N/A,Hypertension,Level,Foresters PlanRight
Lotrel,N/A,CHF,No Coverage,Foresters PlanRight
Loxapine,N/A,Psychotic Disorder,Level,Foresters PlanRight
Loxitane,N/A,Psychotic Disorder,Level,Foresters PlanRight
Lozol,N/A,Hypertension,Level,Foresters PlanRight
Lupron,3 years,Cancer,Modified,Foresters PlanRight
Lupron,Current Use,Cancer,No Coverage,Foresters PlanRight
Lyrica,N/A,Seizures,Level,Foresters PlanRight
Lyrica,2 years,Diabetic Neuropathy,Modified,Foresters PlanRight
Lysodren,3 years,Cancer,Modified,Foresters PlanRight
Lysodren,Current Use,Cancer,No Coverage,Foresters PlanRight
Lytensopril,N/A,Hypertension,Level,Foresters PlanRight
Lytensopril,N/A,CHF,No Coverage,Foresters PlanRight
Marinol,3 years,Cancer,Modified,Foresters PlanRight
Marinol,Current Use,Cancer,No Coverage,Foresters PlanRight
Matulane,3 years,Cancer,Modified,Foresters PlanRight
Matulane,Current Use,Cancer,No Coverage,Foresters PlanRight
Maxzide,N/A,Hypertension,Level,Foresters PlanRight
Maxzide,N/A,CHF,No Coverage,Foresters PlanRight
Mavik,N/A,Hypertension,Level,Foresters PlanRight
Mavik,N/A,CHF,No Coverage,Foresters PlanRight
Mellaril,N/A,Psychotic Disorder,Level,Foresters PlanRight
Melphalan Hydrochloride,3 years,Cancer,Modified,Foresters PlanRight
Melphalan Hydrochloride,Current Use,Cancer,No Coverage,Foresters PlanRight
Mepron,N/A,AIDS,No Coverage,Foresters PlanRight
Mercaptopurine,3 years,Cancer,Modified,Foresters PlanRight
Mercaptopurine,Current Use,Cancer,No Coverage,Foresters PlanRight
Mesna,3 years,Cancer,Modified,Foresters PlanRight
Mesna,Current Use,Cancer,No Coverage,Foresters PlanRight
Mesnex,3 years,Cancer,Modified,Foresters PlanRight
Mesnex,Current Use,Cancer,No Coverage,Foresters PlanRight
Metformin,N/A,Diabetes,Level,Foresters PlanRight
Metformin,2 years,Diabetic Nephropathy/Neuropathy,Modified,Foresters PlanRight
Methadone,1 year,Opioid Dependence,Modified,Foresters PlanRight
Methadose,1 year,Opioid Dependence,Modified,Foresters PlanRight
Methotrexate,3 years,Cancer,Modified,Foresters PlanRight
Methotrexate,Current Use,Cancer,No Coverage,Foresters PlanRight
Methotrexate,N/A,Rheumatoid Arthritis,Level,Foresters PlanRight
Methyldopa,N/A,Hypertension,Level,Foresters PlanRight
Metolazone,N/A,Hypertension,Level,Foresters PlanRight
Metolazone,N/A,CHF,No Coverage,Foresters PlanRight
Metoprolol Tartrate/Succinate,N/A,Hypertension,Level,Foresters PlanRight
Metoprolol Tartrate/Succinate,N/A,CHF,No Coverage,Foresters PlanRight
Metoprolol HCTZ,N/A,Hypertension,Level,Foresters PlanRight
Metoprolol HCTZ,N/A,CHF,No Coverage,Foresters PlanRight
Mevacor,N/A,Cholesterol,Level,Foresters PlanRight
Micardis,N/A,Hypertension,Level,Foresters PlanRight
Micardis,N/A,CHF,No Coverage,Foresters PlanRight
Micronase,N/A,Diabetes,Level,Foresters PlanRight
Micronase,2 years,Diabetic Nephropathy/Neuropathy,Modified,Foresters PlanRight
Midamor,N/A,Hypertension,Level,Foresters PlanRight
Midamor,N/A,CHF,No Coverage,Foresters PlanRight
Milrinone,N/A,CHF,No Coverage,Foresters PlanRight
Minipress,N/A,Hypertension,Level,Foresters PlanRight
Minitran,2 years,Angina,Modified,Foresters PlanRight
Minitran,N/A,CHF,No Coverage,Foresters PlanRight
Mirapex,N/A,Parkinson’s,Graded,Foresters PlanRight
Mirapex,N/A,Other Use,Level,Foresters PlanRight
Mithracin,3 years,Cancer,Modified,Foresters PlanRight
Mithracin,Current Use,Cancer,No Coverage,Foresters PlanRight
Mitomycin,3 years,Cancer,Modified,Foresters PlanRight
Mitomycin,Current Use,Cancer,No Coverage,Foresters PlanRight
Mitoxantrone HCL,3 years,Cancer,Modified,Foresters PlanRight
Mitoxantrone HCL,Current Use,Cancer,No Coverage,Foresters PlanRight
Moban,N/A,Psychotic Disorder,Level,Foresters PlanRight
Moduretic,N/A,Hypertension,Level,Foresters PlanRight
Moduretic,N/A,CHF,No Coverage,Foresters PlanRight
Moexipril HCL,N/A,Hypertension,Level,Foresters PlanRight
Moexipril HCL,N/A,CHF,No Coverage,Foresters PlanRight
Monoket,2 years,Angina,Modified,Foresters PlanRight
Monoket,N/A,CHF,No Coverage,Foresters PlanRight
Monopril,N/A,Hypertension,Level,Foresters PlanRight
Monopril,N/A,CHF,No Coverage,Foresters PlanRight
Mustargen,3 years,Cancer,Modified,Foresters PlanRight
Mustargen,Current Use,Cancer,No Coverage,Foresters PlanRight
Mutamycin,3 years,Cancer,Modified,Foresters PlanRight
Mutamycin,Current Use,Cancer,No Coverage,Foresters PlanRight
Mycobutin,N/A,AIDS,No Coverage,Foresters PlanRight
Myfortic,N/A,Organ / Tissue Transplant,No Coverage,Foresters PlanRight
Mykrok,N/A,Hypertension,Level,Foresters PlanRight
Mykrok,N/A,CHF,No Coverage,Foresters PlanRight
Myleran,3 years,Cancer,Modified,Foresters PlanRight
Myleran,Current Use,Cancer,No Coverage,Foresters PlanRight
Mylocel,3 years,Cancer,Modified,Foresters PlanRight
Mylocel,Current Use,Cancer,No Coverage,Foresters PlanRight
Mylotarg,3 years,Cancer,Modified,Foresters PlanRight
Mylotarg,Current Use,Cancer,No Coverage,Foresters PlanRight
Mysoline,N/A,Seizure Disorder,Level,Foresters PlanRight
Nadolol,N/A,Hypertension,Level,Foresters PlanRight
Nadolol,N/A,CHF,No Coverage,Foresters PlanRight
Namenda,N/A,Alzheimer’s /Dementia,No coverage,Foresters PlanRight
Narcan,2 years,Alcohol / Drugs,Modified,Foresters PlanRight
Naloxone,2 years,Alcohol / Drugs,Modified,Foresters PlanRight
Naltrexone,2 years,Alcohol / Drugs,Modified,Foresters PlanRight
Natrecor,N/A,CHF,No Coverage,Foresters PlanRight
Navane,N/A,Psychotic Disorder,Level,Foresters PlanRight
Navelbine,3 years,Cancer,Modified,Foresters PlanRight
Navelbine,Current Use,Cancer,No Coverage,Foresters PlanRight
Nebupent,N/A,AIDS,No coverage,Foresters PlanRight
Neosar,3 years,Cancer,Modified,Foresters PlanRight
Neosar,Current Use,,No Coverage,Foresters PlanRight
Neulasta,3 years Current Use,Cancer,Modified,Foresters PlanRight
Neumega,3 years Current Use,Cancer,No Coverage,Foresters PlanRight
Neupro,N/A,Parkinson’s,Graded,Foresters PlanRight
Neurontin,N/A,Seizures,Level,Foresters PlanRight
Neurontin,2 years,Diabetic Neuropathy,Modified,Foresters PlanRight
Neutrexin,N/A,AIDS,No coverage,Foresters PlanRight
Nexavar,3 years,Cancer,Modified,Foresters PlanRight
Nexavar,Current Use,Cancer,No Coverage,Foresters PlanRight
Nifedipine,N/A,Hypertension,Level,Foresters PlanRight
Nilandron,3 years,Cancer,Modified,Foresters PlanRight
Nimodipine,First Fill <2years,Stroke/TIA/Aneurysm,Modified,Foresters PlanRight
Nimodipine,First Fill >2 years,Stroke/TIA/Aneurysm,Level,Foresters PlanRight
Nimotop,First Fill <2years,Stroke/TIA/Aneurysm,Modified,Foresters PlanRight
Nimotop,First Fill >2 years,Stroke/TIA/Aneurysm,Level,Foresters PlanRight
Nipent,3 years,Cancer,Modified,Foresters PlanRight
Nipent,Current Use,Cancer,No Coverage,Foresters PlanRight
Nitrek,2 years,Angina,Modified,Foresters PlanRight
Nitrek,N/A,CHF,No Coverage,Foresters PlanRight
Nitro-bid,2 years,Angina,Modified,Foresters PlanRight
Nitro-bid,N/A,CHF,No Coverage,Foresters PlanRight
Nitro-dur,2 years,Angina,Modified,Foresters PlanRight
Nitro-dur,N/A,CHF,No Coverage,Foresters PlanRight
Nitroglycerine/Nitrota b/Nitroquick/Nitrostat,2 years,Angina,Modified,Foresters PlanRight
Nitroglycerine/Nitrota b/Nitroquick/Nitrostat,N/A,CHF,No Coverage,Foresters PlanRight
Nitrol,2 years,Angina,Modified,Foresters PlanRight
Nitrol,N/A,CHF,Coverage,Foresters PlanRight
Nitromist,2 years,Angina,Modified,Foresters PlanRight
Nitromist,N/A,CHF,No Coverage,Foresters PlanRight
Nolvadex,First Fill <3years,Cancer,Modified,Foresters PlanRight
Nolvadex,First Fill >3 years,Cancer,Level,Foresters PlanRight
Normodyne,N/A,Hypertension,Level,Foresters PlanRight
Normodyne,N/A,CHF,No Coverage,Foresters PlanRight
Norpace,N/A,Arrythmia,Level,Foresters PlanRight
Norvasc,N/A,Hypertension,Level,Foresters PlanRight
Norvir,N/A,AIDS,No coverage,Foresters PlanRight
Novolin,N/A,Diabetes,Level,Foresters PlanRight
Novolin,2 years,Diabetic Nephropathy/Neuropathy,Modified,Foresters PlanRight
Novolog,N/A,Diabetes,Level,Foresters PlanRight
Novolog,2 years,Diabetic Nephropathy/Neuropathy,Level Modified,Foresters PlanRight
Novanitrone,3 years,Cancer,Modified,Foresters PlanRight
Novanitrone,Current Use,Cancer,No Coverage,Foresters PlanRight
Noxafil,3 years,Cancer,Modified,Foresters PlanRight
Noxafil,Current Use,Cancer,No Coverage,Foresters PlanRight
Octreotide Acetate,3 years,Cancer,Modified,Foresters PlanRight
Octreotide Acetate,Current Use,Cancer,No Coverage,Foresters PlanRight
Oforta,3 years,Cancer,Modified,Foresters PlanRight
Oforta,Current Use,Cancer,No Coverage,Foresters PlanRight
Olanzapine,N/A,Psychotic Disorder,Level,Foresters PlanRight
Olysio,N/A,Hepatitis C,Graded,Foresters PlanRight
Omontys,1 year,Kidney Dialysis,No coverage,Foresters PlanRight
Omontys,N/A,Kidney Disease/Failure,Graded,Foresters PlanRight
Omontys,2 years,Diabetic Nephropathy,Modified,Foresters PlanRight
Oncaspar,3 years,Cancer,Modified,Foresters PlanRight
Oncaspar,Current Use,Cancer,No Coverage,Foresters PlanRight
Ondansetron,3 years,Cancer,Modified,Foresters PlanRight
Ondansetron,Use,Cancer,No Coverage,Foresters PlanRight
Onsolis,3 years,Cancer Pain,Modified,Foresters PlanRight
Onsolis,N/A,Severe Pain,Level,Foresters PlanRight
Ontak,3 years,Cancer,Modified,Foresters PlanRight
Ontak,Current Use,Cancer,No Coverage,Foresters PlanRight
Onxol,3 years,Cancer,Modified,Foresters PlanRight
Onxol,Current Use,Cancer,No Coverage,Foresters PlanRight
Orthoclone OKT3,N/A,Organ / Tissue Transplant,No coverage,Foresters PlanRight
Oseni,N/A,Diabetes,Level,Foresters PlanRight
Oseni,N/A 2 years,Diabetic Nephropathy/Neuropathy,Modified,Foresters PlanRight
Pacerone,NA,Arrythmia,Level,Foresters PlanRight
Paclitaxel,3 years,Cancer,Modified,Foresters PlanRight
Paclitaxel,Current Use,Cancer,No Coverage,Foresters PlanRight
Pamidronate Disodium,3 years,Cancer,Modified,Foresters PlanRight
Pamidronate Disodium,Current Use,Cancer,No Coverage,Foresters PlanRight
Panretin,N/A,AIDS,No coverage,Foresters PlanRight
Paraplatin,3 years,Cancer,Modified,Foresters PlanRight
Paraplatin,Current Use,Cancer,No Coverage,Foresters PlanRight
Parcopa,N/A,Parkinson’s,Graded,Foresters PlanRight
Parlodel,N/A,Parkinson’s,Graded,Foresters PlanRight
Paxil,N/A,Depressive Disorder,Level,Foresters PlanRight
Pentam 300,N/A,AIDS,No coverage,Foresters PlanRight
Pentamidine Isethionate,N/A,AIDS,No coverage,Foresters PlanRight
Pentostatin,3 years,Cancer,Modified,Foresters PlanRight
Pentostatin,Current Use,Cancer,No Coverage,Foresters PlanRight
Pegasys,N/A,Liver Disorder,Graded,Foresters PlanRight
Peg-Intron,N/A,Liver Disorder,Graded,Foresters PlanRight
Pepcid,N/A,Stomach Disorder,Level,Foresters PlanRight
Pergolide Mesylate,N/A,Parkinson’s,Graded,Foresters PlanRight
Perindopril Erbumine,N/A,Hypertension,Level,Foresters PlanRight
Perindopril Erbumine,N/A,CHF,No Coverage,Foresters PlanRight
Permax,N/A,Parkinson’s,Graded,Foresters PlanRight
Phenobarbital,N/A,Seizure Disorder,Level,Foresters PlanRight
Phoslo,1 year,Kidney Dialysis,No coverage,Foresters PlanRight
Phoslo,N/A,Kidney Disease/Failure,Graded,Foresters PlanRight
Phoslo,2 years,Diabetic Nephropathy,Modified,Foresters PlanRight
Photofrin,3 years,Cancer,Modified,Foresters PlanRight
Photofrin,Current Use,Cancer,No Coverage,Foresters PlanRight
Pindolol,N/A,Hypertensio,Level,Foresters PlanRight
Pindolol,N/A,CHF,No Coverage,Foresters PlanRight
Plaquenil,N/A,Systemic Lupus,Graded,Foresters PlanRight
Plaquenil,N/A,Malaria,Level,Foresters PlanRight
Plaquenil,N/A,Rheumatoid Arthritis,Level,Foresters PlanRight
Platinol AQ,3 years,Cancer,Modified,Foresters PlanRight
Platinol AQ,Current Use,Cancer,No Coverage,Foresters PlanRight
Plavix,First Fill <2years,Stroke/TIA/Heart Attack,Modified,Foresters PlanRight
Plavix,First Fill >2 years,Stroke/TIA/Heart Attack,Level,Foresters PlanRight
Plegisol,2 years,Circulatory Surgery,Modified,Foresters PlanRight
Plenaxis,3 years,Cancer,Modified,Foresters PlanRight
Plenaxis,Current Use,Cancer,No Coverage,Foresters PlanRight
Plendil,N/A,Hypertension,Level,Foresters PlanRight
Prandin,N/A,Diabetes,Level,Foresters PlanRight
Prandin,2 years,Diabetic Nephropathy/Neuropathy,Modified,Foresters PlanRight
Pravachol,N/A,Cholesterol,Level,Foresters PlanRight
Prazosin,N/A,Hypertension,Level,Foresters PlanRight
Prezista,N/A,AIDS,No coverage,Foresters PlanRight
Primacor,N/A,CHF,No Coverage,Foresters PlanRight
Prinivil,N/A,Hypertension,Level No,Foresters PlanRight
Prinivil,N/A,CHF,Coverage,Foresters PlanRight
Prinzide,N/A,Hypertension,Level,Foresters PlanRight
Prinzide,N/A,CHF,No Coverage,Foresters PlanRight
Procardia,N/A,Hypertension,Level,Foresters PlanRight
Prograf,N/A,Organ / Tissue Transplant,No Coverage,Foresters PlanRight
Proleukin,3 years,Cancer,Modified,Foresters PlanRight
Proleukin,Current Use,Cancer,No Coverage,Foresters PlanRight
Prolixin,N/A,Psychotic Disorder,Level,Foresters PlanRight
Propanolol HCL,N/A,Hypertension,Level,Foresters PlanRight
Propanolol HCL,N/A,CHF,No Coverage,Foresters PlanRight
Provenge,3 years,Cancer,Modified,Foresters PlanRight
Provenge,Current Use,Cancer,No Coverage,Foresters PlanRight
Proventil,N/A,Asthma,Level Graded,Foresters PlanRight
Proventil,N/A,COPD / Emphysema,Level Graded,Foresters PlanRight
Prozac,N/A,Depressive Disorder,Level,Foresters PlanRight
Purinethol,3 years,Cancer,Modified,Foresters PlanRight
Purinethol,Current Use,Cancer,No Coverage,Foresters PlanRight
Quadramet,3 years,Cancer,Modified,Foresters PlanRight
Quadramet,Current Use,Cancer,No Coverage,Foresters PlanRight
Quetiapine,N/A,Psychotic Disorder,Level,Foresters PlanRight
Quinapril,N/A,Hypertension,Level,Foresters PlanRight
Quinapril,N/A,CHF,No Coverage,Foresters PlanRight
Quinaretic,N/A,Hypertension,Level No,Foresters PlanRight
Quinaretic,N/A,CHF,Coverage,Foresters PlanRight
Ramipril,N/A,Hypertension,Level,Foresters PlanRight
Ramipril,N/A,CHF,No Coverage,Foresters PlanRight
Ranexa,2 years,Angina,Modified,Foresters PlanRight
Ranitidine,N/A,Stomach Disorder,Level,Foresters PlanRight
Rapamune,N/A,Organ / Tissue Transplant,No Coverage,Foresters PlanRight
Razadyne,N/A,Alzheimer’s / Dementia,No Coverage,Foresters PlanRight
Rebetol,N/A,Liver Disorder,Graded,Foresters PlanRight
Rebetron,N/A,Liver Disorder,Graded,Foresters PlanRight
Rebif,N/A,Multiple Sclerosis,Level,Foresters PlanRight
Reglan,N/A,Stomach Disorder,Level,Foresters PlanRight
Requip,N/A,Parkinson’s,Graded Level,Foresters PlanRight
Requip,N/A,Other Use,Graded Level,Foresters PlanRight
Reminyl,N/A,Alzheimer’s / Dementia,No Coverage,Foresters PlanRight
Renagel,1 year,Kidney Dialysis,No coverage,Foresters PlanRight
Renagel,N/A,Kidney Disease/Failure,Graded,Foresters PlanRight
Renagel,2 years,Diabetic Nephropathy,Modified,Foresters PlanRight
Renvela,1 year,Kidney Dialysis,No coverage,Foresters PlanRight
Renvela,N/A,Kidney Disease/Failure,Graded,Foresters PlanRight
Renvela,2 years,Diabetic Nephropathy,Modified,Foresters PlanRight
Rescriptor,N/A,AIDS,No Coverage,Foresters PlanRight
Retrovir,N/A,AIDS,No Coverage,Foresters PlanRight
Revex,2 years,Alcohol / Drugs,Modified,Foresters PlanRight
Revia,2 years,Alcohol / Drugs,Modified,Foresters PlanRight
Revlimid,3 years,Cancer,Modified,Foresters PlanRight
Revlimid,Current Use,Cancer,No Coverage,Foresters PlanRight
Reyataz,N/A,AIDS,No Coverage,Foresters PlanRight
Ribapak,N/A,Liver Disorder,Graded,Foresters PlanRight
Ribasphere,N/A,Liver Disorder,Graded,Foresters PlanRight
Ribatab,N/A,Liver Disorder,Graded,Foresters PlanRight
Ribavirin,N/A,Liver Disorder,Graded,Foresters PlanRight
Rilutek,N/A,ALS,No Coverage,Foresters PlanRight
Risperdal,N/A,Psychotic Disorder,Level,Foresters PlanRight
Risperidone,N/A,Psychotic Disorder,Level,Foresters PlanRight
